Company,Date and Time of publishing,Author,Headline,Description,Article Body,URL
LT,2018-05-28T11:39:00+05:30,TOI-Online,L&T Q4 results 2018: Analysts estimated an income of Rs 29.9 billion for the quarter,"India Business News: Larsen & Toubro (L&T), India’s largest engineering multi-national firm, is likely to post an overall positive result for the March quarter, both in te","NEW DELHI: Larsen & Toubro (L&T), India’s largest engineering multi-national firm, is likely to post an overall positive result for the March quarter, both in terms of order inflow and execution. Markets will try for management guidance on both fresh orders and execution.L&T will announce the fourth quarter results of March quarter and full financial year of 2017-18, today.According to a Bloomberg poll, 11 analysts estimated a net income of Rs 29.9 billion for the quarter and 13 estimated consolidated revenue of Rs 410.7 billion.Last year in November, the company revised its order inflow growth forecast from the initial range of 12 to 14 percent for the financial year to somewhat flat, because of the weak inflow in the first two quarters. Analysts are hoping that this is likely to be beaten this time. By December-end, L&T’s nine-month order inflow for the financial year is Rs 1.03 trillion and the total order book at Rs 2.7 trillion.A local brokerage estimated that the company is likely to beat its revised order inflow guidance because it saw a large number of order win in the final two quarters of FY18. Major order wins in the past few months included two packages of the Mumbai Trans Harbour link, for Rs 86.5 billion.On Monday, in the management interaction, the market hopes to see guidance about order inflow growth for the present financial year and if there are further signs of improved execution for domestic orders. Another local analyst expects the company to forecast a 12 to 15 per cent in revenue and a 5 per cent to 10 per cent growth in order inflow for FY19.",https://timesofindia.indiatimes.com/business/india-business/lt-q4-results-2018-analysts-estimated-an-income-of-rs-29-9-billion-for-the-quarter/articleshow/64350721.cms
LT,2018-05-28T10:56:00+05:30,PTI,"L&T Construction bags orders worth Rs 5,704 cr","India Business News: Larsen & Toubro's construction arm has won orders worth Rs 5,704 crore in domestic market.","NEW DELHI: Larsen & Toubro's construction arm has won orders worth Rs 5,704 crore in domestic market.""The water and effluent treatment business of L&T Construction has secured orders worth Rs 5,704 crore,"" the engineering and construction major said in a BSE filing.L&T said it has won two major orders from the Narmada Valley Development Authority (NVDA), government of Madhya Pradesh, for execution of Indira Sagar Project- Parwati phases I and II and Kalisindh phase I Micro Lift Irrigation Schemes.The company has also received an EPC order from the Madhya Pradesh Jal Nigam Maryadit for execution of Buxwaha Multi Village Rural Water Supply Scheme.L&T shares were trading at Rs 1,358.25 apiece, up 1.08 per cent, from the previous close on the BSE. ",https://timesofindia.indiatimes.com/business/india-business/lt-construction-bags-orders-worth-rs-5704-cr/articleshow/64350112.cms
LT,2019-04-10T11:20:00+05:30,TNN,App on sign languages to aid hearing-impaired launched,"CHENNAI: Larsen & Toubro (L&T) in association with the Deaf Enabled Foundation (DEF) has launched an Indian Sign Language (ISL) mobile app, DEF-ISL, i.","CHENNAI: Larsen & Toubro (L&T) in association with the Deaf Enabled Foundation (DEF) has launched an Indian Sign Language (ISL) mobile app, DEF-ISL, in the city on Tuesday.The app makes learning of sign language easy, accessible and interesting. Packed with 5,000-plus easy-to-understand signs and phrases, in-built videos, illustrations, the app can be used both by adults and children who are hearing-impaired. The customized app is available for download on iOs and Android platforms. The app offers an opportunity to those without hearing problems to learn sign language and communicate with the hearing-impaired more effectively.S N Subrahmanyan, chief executive officer & managing director, L&T, said, “The app brings the fruits of digitization to help the hearing impaired live a better life.” ",https://timesofindia.indiatimes.com/city/chennai/app-on-sign-languages-to-aid-hearing-impaired-launched/articleshow/68802318.cms
LT,2018-05-22T12:51:00+05:30,PTI,"L&T Construction bags orders worth Rs 4,033 crore","India Business News: Larsen & Toubro (L&T) today said its subsidiary L&T Construction has won orders worth Rs 4,033 crore in the domestic market.","NEW DELHI: Larsen & Toubro (L&T) today said its subsidiary L&T Construction has won orders worth Rs 4,033 crore in the domestic market.""The buildings and factories business of L&T Construction has bagged orders worth Rs 4,033 crore,"" the engineering and construction major said in a BSE filing.L&T said the company has secured an order from a government client for the design and construction of 1,125 residential towers of G+3 floors in Visakhapatnam, Prakasam, Guntur and Krishna districts in Andhra Pradesh.It has won another order from a cement manufacturer for the construction of cement plants in Odisha and Andhra Pradesh on design and build model.The company said it has bagged another turnkey order from a government client in Patna (Bihar) to establish a cancer institute along with the supply, installation and commissioning of medical equipmentShares of the company were trading at Rs 1,327.60 apiece, up 1.04 per cent on BSE",https://timesofindia.indiatimes.com/business/india-business/lt-construction-bags-orders-worth-rs-4033-crore/articleshow/64269889.cms
LT,2019-04-04T23:08:00+05:30,PTI,Defence ministry kickstarts process to construct 6 advanced submarines for Indian Navy,"India News: NEW DELHI: In a major move, the defence ministry has started the process to acquire six advanced submarines under the ambitious 'strategic partnership.","NEW DELHI: In a major move, the defence ministry has started the process to acquire six advanced submarines under the ambitious 'strategic partnership' (SP) model at a cost of around Rs 45,000 crore, official sources said on Wednesday.The submarines, to be fitted with anti-ship cruise missiles and other lethal weapons, will be constructed in India jointly by an Indian defence major and a foreign submarine manufacturer under the P-75 (I) programme.The sources said the expression of interest will be issued to leading manufacturers of advanced submarines in four weeks, adding the defence ministry has started the process for selecting both the Indian and foreign defence entities for the Rs 45,000 crore project.They said an empowered committee appointed in January to implement the mega project has already held consultations with short-listed Indian defence majors including Adani Defence, Larsen and Toubro and state-run Mazagon Dock Shipbuilders Ltd (MDL) as part of the process to identify the domestic partner.The defence ministry has already drafted an expression of interest for the procurement, and it has been shared with prospective contenders, they said.The project will be implemented under the strategic partnership model which provides for roping in private firms to build select military platforms in India in partnership with foreign defence manufacturers.Six Scorpene-class submarines are currently being built under 'Project 75' of the Indian Navy. The submarines, designed by French firm Naval Group, are being built by the Mazagon Dock Limited in Mumbai.The project P-75 (I) will be a follow-on of Project 75.In January, the defence ministry cleared the long-delayed project.It will be the second project to be implemented under the strategic partnership model. The first project to get government's nod for implementation under the new model was acquisition of 111 utility helicopters for the Navy at a cost of over Rs 21,000 crore.Navy officials said construction of six submarines under Project 75 (I) will provide a major boost to the existing submarine design and manufacturing eco-system in India. ",https://timesofindia.indiatimes.com/india/defence-ministry-kickstarts-process-to-construct-6-advanced-submarines-for-indian-navy/articleshow/68729213.cms
LT,2019-03-27T04:00:00+05:30,TNN,Mindtree’s board scraps plan to buy back shares,India Business News: Mindtree had announced the share buyback programme on March 15 — a move that was widely interpreted as part of the defence plan rolled out by the comp,"MUMBAI/BENGALURU: The Mindtree board on Tuesday decided not to go ahead with a stock repurchase programme for shareholders, even as the IT services company’s suitor Larsen & Toubro (L&T) announced details of its open offer scheme. Mindtree had announced the share buyback programme on March 15 — a move that was widely interpreted as part of the defence plan rolled out by the company’s founders to stall an acquisition by L&T. But once L&T announced an open offer and V G Siddhartha, who had committed to sell his 20% stake in Mindtree to L&T, had given in writing that he would not support the buyback, the initiative had become untenable. A buyback in the midst of an open offer requires the support of at least 75% of shareholders.L&T’s open offer for Mindtree shareholders will start on May 14 and close on May 27. Through the open offer, L&T intends to acquire 31% of Mindtree shares for Rs 980 apiece, or Rs 5,030 crore. 68592859 Mindtree has formed an independent directors’ committee to provide “reasoned recommendation” to its shareholders on the open offer. The committee, which will be led by independent director Apurva Purohit, who is also president of publishing house Jagran Prakashan, will have to give its recommendation on or before May 10. A Mindtree release said the committee will be supported by independent legal and financial advisers to help with deliberations.The open offer price of Rs 980 is nearly 4% higher than Mindtree’s Tuesday closing price of Rs 944 on the NSE. It is unclear whether Mindtree’s founders, who have been resisting L&T’s unsolicited bid, have plans to make a counter offer. But if they do, they have time till April 16 for the same.The open offer follows L&T’s acquisition of a 20% stake in Mindtree for Rs 3,269 crore, or Rs 980 apiece, from Siddhartha. L&T also intends to buy another 15% of Mindtree at the same price from the market. L&T said that its open offer is not conditional upon any minimum level of acceptance. Its aim is to acquire a 66.3% stake in Mindtree as it looks to grow its services portfolio where margins are higher than its traditional business of engineering and construction. In a public statement, L&T said that its purpose of acquiring a controlling stake in Mindtree is aligned with its strategy to grow the revenue and profit of its asset-light services business portfolio, thereby increasing the consolidated return on equity.A 26% stake in Mindtree will allow the $18-billion giant to block special resolutions, while a 51% stake will give the conglomerate the right to exercise majority control and change the board structure of the IT services company. L&T, through its mutual fund arm, owns 1.08% in Mindtree but it said it doesn’t influence any investment decisions of its mutual fund schemes.",https://timesofindia.indiatimes.com/business/india-business/mindtrees-board-scraps-plan-to-buy-back-shares/articleshow/68588453.cms
LT,2019-03-05T14:19:00+05:30,PTI,"Larsen & Toubro construction arm bags multiple projects in TN, J'Khand, Odisha",India Business News: The company said it has secured two orders in Tamil Nadu from the Water Resources Department for the execution of the Athikadavu-Avinashi Scheme and c,"NEW DELHI: Infrastructure giant Larsen & Toubro (L&T) on Tuesday said the water and effluent treatment business of its construction arm has bagged ""major"" projects in Tamil Nadu, Jharkhand and Odisha. The engineering and construction company, however, did not provide the exact value of the contract; but as per its project classification, the value of the contracts was in ""major"" category which is in the range of Rs 5,000 to Rs 7,000 crore.  The projects pertain to water recycle, lift irrigation schemes, rural water supply, underground sewerage system and others.  ""Water & Effluent Treatment Business of L&T Construction has secured orders from prestigious clients across varied states in India,"" L&T said.  The company said it has secured two orders in Tamil Nadu from the Water Resources Department for the execution of the Athikadavu-Avinashi Scheme and construction of a new regulator across the southern and northern arms of the Coleroon river.  The Athikadavu-Avinashi scheme is proposed to alleviate the plight of farmers in drought-prone areas of the Coimbatore, Tirupur and Erode districts.  When completed, the Athikadavu-Avinashi scheme is expected to benefit a total of 9,902 hectares of cultivable land, besides recharging the ground water in the region.  It said, another order has been bagged from the Vellore Municipal Corporation in Tamil Nadu for providing an underground sewerage collection system to the newly added areas of the Vellore City Municipal Corporation - Phase III under the AMRUT scheme.  ""In Jharkhand, the business has won two orders,"" the company said adding the first order is from the state's Water & Resources Department for the execution of the Garwah Lift Irrigation Scheme on an EPC (engineering, procurement and construction) basis.  The Garwah Lift Irrigation Scheme proposes to recharge the ground water resources by filling 366 ponds and other water bodies in the Garwah district, to help farmers in a command area of approximately 51,628 hectares.  ""The second order from Jharkhand Urban Infrastructure Development Company Limited (JUIDCO) is for integrated infrastructure development works which includes waste water systems, storm water drainage, water supply & recycle water systems, transport & circulation (road), power infrastructure, smart street lighting systems, and land development in ABD (area based development) area of Ranchi Smart City on an EPC basis,"" the company said.  In Odisha, the company said a repeat order from the rural water supply and sanitation department has been bagged for the execution of an individual rural water supply project in the Boudh district of Odisha.  The project will cater to the drinking water requirement of 747 villages in the district.  The company said another order from the Water Resources Department, Odisha has been secured for executing a Mega Lift Irrigation Project Cluster IV. The aggregate scope of work includes execution of 9 lift irrigation schemes with intake points in the Mahanadi river for a cultivable command area of 12,900 hectares in districts of Sambalpur and Sonepur on a turnkey basis.  Larsen & Toubro is an Indian multinational engaged in technology, engineering, construction, manufacturing and financial services with over $18 billion in revenue.",https://timesofindia.indiatimes.com/business/india-business/larsen-toubro-construction-arm-bags-multiple-projects-in-tn-jkhand-odisha/articleshow/68268724.cms
LT,2018-03-16T11:36:00+05:30,PTI,"L&T arm bags Rs 2,864 crore order for Eastern Dedicated Freight Corridor","India Business News: Engineering major Larsen & Toubro (L&T) today said its construction has bagged an order of Rs 2,864 crore from the Dedicated Freight Corridor Corporat","NEW DELHI: Engineering major Larsen & Toubro (L&T) today said its construction has bagged an order of Rs 2,864 crore from the Dedicated Freight Corridor Corporation of India Ltd. (DFCCIL) for Eastern Dedicated Freight Corridor. ""The railways strategic business unit of L&T Construction's transportation infrastructure business has signed a major contract worth Rs 2,864 crore with the Dedicated Freight Corridor Corporation of India Ltd (DFCCIL),"" L&T said in a BSE filing.  The order involves construction of 222 route kilometer of a single-track corridor from Khurja to Pilkhani in Uttar Pradesh.  ""This is Larsen & Toubro's first EPC civil, structure and track project in the Eastern Dedicated Freight Corridor. In the Western Dedicated Freight Corridor, L&T already has a share of 71 per cent in the civil packages and 100 per cent share in the electrical packages,"" it added. DFCCIL is a special purpose vehicle of the Indian Railways, mandated to build dedicated freight corridors.  L&T said this project will be funded by World Bank (WB) and is a part of the 1,856 km Eastern Corridor proposed between Ludhiana (Punjab) and Dankuni (West Bengal).  The scope of work includes construction of single railway track including yards, 75 major & 588 minor bridges, 1 rail over bridge modification, 4 rail flyovers, 21 stations along with construction of all associated works.  Shares of L&T were trading 0.07 per cent lower at Rs 1,294.10 on BSE. ",https://timesofindia.indiatimes.com/business/india-business/lt-arm-bags-rs-2864-cr-order-for-eastern-dedicated-freight-corridor/articleshow/63328213.cms
LT,2019-01-19T13:50:00+05:30,PTI,PM Modi inaugurates L&T's K9 Vajra gun-making facility,"India News: HAZIRA (GUJARAT): Prime Minister Narendra Modi Saturday inaugurated the Armoured Systems Complex of Larsen and Toubro in Gujarat, the first private fa.","HAZIRA (GUJARAT): Prime Minister Narendra Modi Saturday inaugurated the Armoured Systems Complex of Larsen and Toubro in Gujarat, the first private facility in the country where the K9 Vajra self-propelled Howitzer guns will be manufactured.L&T had in 2017 won the Rs 4,500-crore contract from the ministry of defence to supply 100 units of K9 Vajra-T 155 mm/52 calibre tracked self-propelled gun systems to the Indian Army under the Centre's 'Make in India' initiative.Prime Minister took to Twitter to share a short video of his visit.  Checking out the tanks at L&T’s Armoured Systems Complex in Hazira. https://t.co/zf7wRrbX7Y— Narendra Modi (@narendramodi) 1547880573000 The company has set up the Armoured Systems Complex at Hazira, around 30km from Surat, to manufacture and integrate advanced armoured platforms, such as self-propelled artillery Howitzers, future infantry combat vehicles, future-ready combat vehicles and future main battle tanks.The manufacturing complex is executing the 'K9 Vajra-T 155 mm/52-caliber tracked self-propelled Howitzer guns' programme.K9 Vajra contract involves delivery of 100 such systems in 42 months, which is the largest contract awarded to a private company by the ministry of defence.L&T had signed a transfer of technology contract for guns with South Korean company Hanwha Corporation.Defence minister Nirmala Sitharaman was also present at the inauguration Saturday. ",https://timesofindia.indiatimes.com/india/pm-modi-inaugurates-lts-k9-vajra-gun-making-facility/articleshow/67599720.cms
LT,2018-02-15T16:16:00+05:30,PTI,"L&T's construction arm wins orders worth Rs 1,585 crore","India Business News: Larsen and Toubro (L&T) today said its construction arm has won orders worth Rs 1,585 crore across business segments.","NEW DELHI: Larsen and Toubro (L&T) today said its construction arm has won orders worth Rs 1,585 crore across business segments. ""The construction arm of L&T has won orders worth Rs 1,585 crore across various business segments,"" the engineering and construction major said in a BSE filing. L&T said its transportation and infrastructure business has bagged an order worth Rs 513 crore from NHAI. While the company's power transmission and distribution business won orders worth Rs 500 crore, its water and effluent treatment business got a work order of Rs 371 crore. Its metallurgical and material handling business received orders worth Rs 201 crore in the area of blast furnace revamp and product business. ",https://timesofindia.indiatimes.com/business/india-business/lts-construction-arm-wins-orders-worth-rs-1585-crore/articleshow/62931428.cms
LT,2021-10-18T22:56:00+05:30,Dipak K Dash,L&T emerges as lowest bidder for first 3 Central Secretariat buildings in Central Vista revamp project,"India News: NEW DELHI: Infrastructure and construction, Larsen and Toubro (L&T) are likely to bag the project to construct the first three office buildings along .","NEW DELHI: Infrastructure and construction, Larsen and Toubro (L&T) are likely to bag the project to construct the first three office buildings along the Rajpath, which are part of the Central Vista Redevelopment Plan. The company has quoted the lowest bid at Rs 3,142 crore, which is nearly 3.5% less than the government’s bid price of Rs 3,455 crore. The two other qualified bidders - Nagarjuna Construction Company (NCC) Ltd and Tata Projects Ltd - have quoted more than the government bid price.These three buildings, each with the capacity to accommodate about 6,000 government employees, will come up on the plot where IGNCA was earlier located. The Central Public Works Department (CPWD) has set a tight deadline of two-and-half years for the completion of these buildings. The agency has also floated the tender for construction of a low-rise Vice-President Enclave close to North Block.While there was speculation that the Tata Projects may quote the lowest considering it’s already constructing the New Parliament Building where it has deployed a huge number of men and machinery, the company’s bid price was Rs 3,546 crore, which is nearly 9% more than the government’s estimated project cost. The second-lowest bidder NCC quoted Rs 3,318 crore, which is 1.9% more than the estimated cost.The successful bidder will be responsible for the demolition of the structures at the current site, construction of the buildings and their maintenance for five years as well.As a part of the massive Central Vista Redevelopment plan, the government has proposed the construction of a Common Central Secretariat of 10 buildings to accommodate all ministries and a conference facility along Rajpath",https://timesofindia.indiatimes.com/india/lt-emerges-as-lowest-bidder-for-first-3-central-secretariat-buildings-in-central-vista-revamp-project/articleshow/87116441.cms
LT,2018-04-16T08:55:00+05:30,Koride Mahesh,"Medigadda barrage work sets Asia record, says Larsen & Toubro","The Telangana government’s prestigious Kaleshwaram Lift Irrigation Project (KLIP) has created an Asian record, construction major Larsen & Toubro (L&T","HYDERABAD : The Telangana government’s prestigious Kaleshwaram Lift Irrigation Project (KLIP) has created an Asian record, construction major Larsen & Toubro (L&T) claimed on Sunday after taking up massive construction work on a single day.On Saturday, 7,000 cubic metres of concrete work was taken up by L&T to complete the Medigadda barrage as part of Kaleshwaram project. According to officials, this is a record in Asia.The state government has taken up KLIP to irrigate 37 lakh acres in about 15 districts of Telangana. The irrigation project is being taken up at a cost of ?75,000 crore. Both chief minister K Chandrasekhar Rao and irrigation minister T Harish Rao are keen on completing the project partially by June this year and complete it by the end of the year.KCR visited Medigadda barrage, Kannepally pump house and Annaram barrage in Jayashankar Bhoopalapally district in December last year and directed irrigation officials to complete the work at the earliest.“In order to ensure water to Yellampally project from Kaleshwaram, the chief minister asked us to complete the project works before monsoon. When chief minister visited Medigadda, daily 1,200 cubic metres concrete works were done. Now, it has reached to 7,300 cubic metres in a day,” state irrigation minister Harish Rao said.Irrigation officials said the feat was made possible due to coordination between various government departments and the project contractor. Since chief minister’s tour, a total of 5.39 lakh cubic metres concrete works were done, including 78,000 cubic metres cement.Officials said to meet the demand of materials, the contractor enhanced plant capacity from 390 cubic metres to 870 metres. The number of workers engaged in work was increased to 3,000 from 1,250 with more site engineers involved.Harish Rao congratulated L&T and officers involved in the works for setting a record. He hoped the work would continue at the same pace. The minister said Kaleshwaram project has several other records in terms of land acquisition, tendering process, getting clearances from Union ministry of environment and forests.",https://timesofindia.indiatimes.com/city/hyderabad/medigadda-barrage-work-sets-asia-record-says-larsen-toubro/articleshow/63778379.cms
LT,2017-06-30T13:47:00+05:30,PTI,SN Subrahmanyan new CEO & MD of Larsen & Toubro,"India Business News: New Delhi, Jun 30 () SN Subrahmanyan will take charge as the CEO and Managing Director of Larsen & Toubro from tomorrow, which will also mark the end ","New Delhi, Jun 30 () SN Subrahmanyan will take charge as the CEO and Managing Director of Larsen & Toubro from tomorrow, which will also mark the end of nearly two-decade long tenure of A M Naik at the helm. The appointment was approved by the company board on April 7 and marks a major change in leadership positions at L&T where Naik has served for over 52 years, including as its head for over 17 years, the company said in a statement. Subrahmanyan is currently the deputy managing director and president of the company. The board had also requested Naik, Group Executive Chairman, to provide guidance and mentorship to the company's leadership subsequent to his current term. He will assume the new role of non-executive chairman for a period of three years beginning October 1, immediately upon his retirement as Executive Chairman on September 30. Naik said Subrahmanyan has a great work ethic and business acumen to take L&T to greater heights in the future. ""I have full confidence that under him L&T will remain steadfast to its core values, fulfill the expectations of our stakeholders and continue to play a key role in building a stronger India,"" he said. Subrahmanyan termed the appointment high honour and immense responsibility. He said he looked forward to jointly writing a new chapter for L&T along with the high calibre employees while ensuring to continue delivering value to the stakeholders. Subrahmanyan joined the construction business of L&T in 1984 as a project planning engineer after completing a degree in civil engineering and post-graduation in business management. The L&T construction business has grown multifold under his leadership to rank among the top 25 global contractors and by far the largest EPC player in the country. In 2011, Subrahmanyan was inducted into the L&T board. Under Naik's leadership, L&T transformed into a USD 17 billion group with presence not only in engineering and construction but also in technology, manufacturing and financial services operating in over 30 countries. NAM ANU",https://timesofindia.indiatimes.com/business/india-business/sn-subrahmanyan-new-ceo-md-of-larsen-toubro/articleshow/59383923.cms
LT,2018-03-14T16:14:00+05:30,PTI,"Larsen & Toubro wins contracts worth Rs 1,600 crore","India Business News: Infrastructure major Larsen & Toubro (L&T) today said it has won contracts worth Rs 1,600 crore across various segments.","NEW DELHI: Infrastructure major Larsen & Toubro (L&T) today said it has won contracts worth Rs 1,600 crore across various segments. ""L&T Hydrocarbon Engineering Limited (LTHE), a wholly owned subsidiary of engineering and construction major L&T Ltd, has won orders worth in excess of Rs 1600 crore across various business segments,"" L&T said in a statement.  The onshore projects business of LTHE has secured a lump sum turnkey contract, from a leading Indian client, for the design, supply, and construction of a large LNG tank facility in the east coast of India, it said.  The business also secured additional work from existing projects under execution in Saudi Arabia & Kuwait, it added. ""The construction services business of LTHE also secured an additional order, from a prestigious client, for a new coal bed methane facility being developed in the central region of India,"" it said.  Organised under offshore, onshore, construction services, modular fabrication and engineering services verticals, LTHE delivers 'design to build' engineering and construction solutions across the hydrocarbon spectrum.  Larsen & Toubro is an Indian multinational engaged in technology, engineering, construction, manufacturing and financial services with over USD 17 billion in revenue. ",https://timesofindia.indiatimes.com/business/india-business/larsen-toubro-wins-contracts-worth-rs-1600-crore/articleshow/63300768.cms
LT,2017-11-11T17:44:00+05:30,PTI,"L&T Q2 net profit jumps 32% to Rs 2,020 crore","India Business News: Larsen and Toubro (L&T) had clocked a net profit after tax and share in profit of joint ventures or associates of Rs 1,532 crore in the year-ago perio","NEW DELHI: Infrastructure giant Larsen and Toubro (L&T) on Saturday reported a 32 per cent jump in its consolidated net profit at Rs 2,020 crore for the quarter ended September 30, 2017.The firm had clocked a net profit after tax and share in profit of joint ventures or associates of Rs 1,532 crore in the year-ago period.Total consolidated income of the company rose to Rs 26,848 crore in July-September quarter this fiscal from Rs 25,474 crore during the same quarter in 2016-17, the company said in a statement.Total expenses rose to Rs 24,310 crore from Rs 23,507 crore.On the outlook, L&T said the government's determined efforts to revive the investment sentiment while undertaking impactful economic reforms have expectedly caused transition challenges.""While the potential for investment in growth remains compelling, the readjustment to the continuing impact of currency purge and the accelerated implementation of GST has upset business environment and tripped growth in an economy already beset with twin challenges of attracting investments and adhering to fiscal rectitude,"" it said.The company expects that the various reforms and economic measures over the past year would take some more time to stoke growth, it added.",https://timesofindia.indiatimes.com/business/india-business/lt-q2-net-profit-jumps-32-to-rs-2020-crore/articleshow/61607025.cms
LT,2017-12-26T13:16:00+05:30,PTI,"Larsen & Toubro bags orders worth Rs 3,355 crore","India Business News: ""The buildings and factories business of L&T construction has bagged orders worth Rs 3,355 crore,"" the engineering and construction major said in a BS","NEW DELHI: Larsen & Toubro (L&T) on Tuesday said its construction arm has won orders worth Rs 3,355 crore.""The buildings and factories business of L&T construction has bagged orders worth Rs 3,355 crore,"" the engineering and construction major said in a BSE filing.The orders include design and construction of India International Convention & Expo Centre (IICC) in the national capital.The business also secured a contract to construct a major retail development in Navi Mumbai for IKEA. The construction for the proposed development will start in early 2018, it addedAnother order is to construct ""Viveka Tirtha"" Ramakrishna Mission Centre for Human Excellence at Kolkata.Shares of the company were trading at Rs 1,265.45 apiece, down 0.09 per cent, from the previous close on BSE.",https://timesofindia.indiatimes.com/business/india-business/larsen-toubro-bags-orders-worth-rs-3355-crore/articleshow/62250781.cms
LT,2021-08-28T11:32:00+05:30,PTI,India has great scope to become indigenous ship-building hub: Defence minister,"India News: In his address at an event to mark the commissioning of Indian Coast Guard Ship (ICGS) 'Vigraha,' the last of the seven Offshore Patrol Vessels (OPVs)","CHENNAI: Defence minister Rajnath Singh on Saturday said the country has ""great scope"" to become an indigenous ship-building hub, while pointing out that the Centre has introduced policies to help the domestic industry become world class.In his address at an event to mark the commissioning of Indian Coast Guard Ship (ICGS) 'Vigraha,' the last of the seven Offshore Patrol Vessels (OPVs), Singh said in the next two years, the expenditure on security around the world will reach $2.1 trillion. ""Most of the countries do not even have this level of budget for a whole year. And it is expected to increase manifold in the next five years. In such a situation, today we have great scope to make full use of our capabilities, take advantage of policies, and move towards making the country an indigenous shipbuilding hub"", he said. I am happy to say that considering these possibilities, the government has already brought out such policies which helps our domestic industry, be it public or private sector entity, to become world class players, Singh said. On ICGS Vigraha, he said ""from its design conception to development, the ship is completely indigenous."" Further, for the first time in the history of Indian defence, contract for not one or two, but seven vessels has been signed with a private sector company, Larsen and Toubro Limited, he noted. ""And more importantly, within seven years of signing this agreement in 2015, not only launch but also the commissioning of all these seven vessels has been completed today,"" he said. The 98-meter vessel, with a complement of 11 officers and 110 sailors, has been designed and built indigenously by Larsen and Toubro Ship Building Limited. It is fitted with advanced technology radars, navigation and communication equipment, sensors and machinery capable of operating in tropical sea conditions, a defence statement said. ICGS Vigraha can carry one twin-engine helicopter and four high-speed boats for boarding operation, search and rescue, law enforcement and maritime patrol. The ship is also capable of carrying pollution response equipment to contain oil spill at sea, it said. The vessel is armed with a 40/60 Bofors gun and fitted with two 12.7 mm Stabilised Remote Control Gun with fire control system, it said, adding the OPV will be based at Vishakhapatnam in Andhra Pradesh. Chief of Army Staff, General MM Naravane, Coast Guard director general K Natarajan and Tamil Nadu industries minister Thangam Thennarasu participated in the event.",https://timesofindia.indiatimes.com/india/india-has-great-scope-to-become-indigenous-ship-building-hub-defence-minister/articleshow/85708911.cms
LT,2018-03-08T14:05:00+05:30,PTI,Larsen moves NCLT seeking dues from Bhushan Steel on priority,India Business News: Larsen & Toubro today moved the NCLT seeking higher priority in getting its dues from debt-laden Bhushan Steel which is undergoing insolvency proceedi," NEW DELHI: Larsen & Toubro today moved the NCLT seeking higher priority in getting its dues from debt-laden Bhushan Steel which is undergoing insolvency proceedings.  Counsels appearing for L&T submitted before the bench that the company owes it Rs 9 billion (Rs 900 crore) in dues for supply of capital goods.  The engineering and construction major has asked National Company Law Tribunal (NCLT) to acknowledge it as a secured creditor for Bhushan Steel.  The NCLT bench has asked the resolution professionals to share their stand on the matter.  The tribunal has listed L&T's plea in Bhushan Steel case on March 23.  Tata Steel yesterday said it has been identified as the highest bidder for acquiring controlling stake in the Bhushan Steel undergoing insolvency proceedings.  Besides, JSW Living Pvt Ltd (a joint venture between JSW and Piramal Enterprises), and a consortium of the Bhushan Steel's own employees had submitted bids to take over assets of the bankrupt firm.  The last day to submit bids was February 3, 2018.  Tata Steel had said in yesterday's statement that it ""has received a formal communication from the resolution professional (RP) of Bhushan Steel Ltd that it has been identified as the highest evaluated compliant resolution applicant to acquire controlling stake of BSL under Corporate Insolvency Resolution Process (CIRP) of the IBC, as decided in the meeting of CoC of BSL on March 6"". ",https://timesofindia.indiatimes.com/business/india-business/larsen-moves-nclt-seeking-dues-from-bhushan-steel-on-priority/articleshow/63215732.cms
LT,2018-09-01T04:00:00+05:30,TNN,L&T to divest 6% in L&T Info,"India Business News: TNNMumbai: In a deal worth over Rs 1,800 crore, engineering and construction major L&T will sell a little over 1 crore shares, or a 6.","TNNMumbai: In a deal worth over Rs 1,800 crore, engineering and construction major L&T will sell a little over 1 crore shares, or a 6.1% stake, in L&T Infotech next week, a notice by the IT firm to the BSE said. This would reduce L&T’s stake in its infotech arm to a little over 75%, the regulatory upper limit for promoter holding in listed entities.L&T has set Rs 1,700 per share as the base price for the offer, which is at a 6% discount to L&T Infotech’s closing price of Rs 1,798 on Friday. JM Financial is the sole broker for L&T’s offer for sale (OFS) in L&T Infotech.In July 2016, L&T had divested part of its stake in L&T Infotech through an initial public offer at Rs 710 per share and mobilised Rs 1,400 crore. L&T has time till July 2019 to reduce its stake to 75% to meet listed requirement.",https://timesofindia.indiatimes.com/business/india-business/lt-to-divest-6-in-lt-info/articleshow/65630057.cms
